22038615	0.98
12545825	0.97
10741073	0.99
10343885	0.97
10144200	0.98
6996437	0.98
6332195	0.98
4303955	0.97
3856916	0.99
3872477	0.96
3978265	0.93
3430996	0.97
3281454	0.98
3081151	0.92
2909254	0.94
2683014	0.99
2485306	0.99
2573587	0.95
1915138	0.95
1885366	0.96
1865580	0.96
1767638	0.98
1776767	0.97
1820935	0.94
1801708	0.95
1635914	0.99
1712406	0.94
1638830	0.98
1619007	0.97
1490548	0.96
1484869	0.91
1379320	0.97
1296879	0.98
1181023	0.94
1151045	0.93
1083029	0.97
1022775	0.98
1018283	0.97
992596	0.94
933542	0.97
925515	0.97
969591	0.91
892102	0.98
919821	0.93
857168	0.98
874406	0.96
892535	0.93
824568	0.97
829018	0.95
795534	0.95
768232	0.98
764657	0.98
784528	0.96
769254	0.96
756550	0.95
772787	0.91
678626	0.98
685982	0.96
677870	0.97
674193	0.98
709623	0.92
691468	0.95
670745	0.97
678603	0.96
668172	0.97
677711	0.94
663645	0.96
677707	0.92
659622	0.94
628254	0.95
617932	0.96
605997	0.94
579757	0.97
568850	0.96
547799	0.97
538893	0.97
543977	0.95
539719	0.96
525107	0.97
511027	0.99
517536	0.97
513864	0.95
514972	0.95
470401	0.98
491707	0.93
463566	0.98
464606	0.96
435993	0.97
438539	0.96
432773	0.97
420170	0.97
420781	0.96
402222	0.98
409760	0.95
395203	0.98
412315	0.93
400724	0.94
384503	0.98
385348	0.97
411776	0.91
379574	0.98
378007	0.97
388155	0.94
369553	0.98
391821	0.92
397950	0.89
361067	0.98
367844	0.94
348100	0.98
353973	0.96
341422	0.98
340921	0.98
351088	0.95
333085	0.98
333849	0.97
333433	0.93
318210	0.98
329409	0.94
324569	0.95
311902	0.98
310265	0.98
308050	0.97
303506	0.97
300349	0.98
304183	0.95
296953	0.97
294023	0.96
285035	0.98
281483	0.98
289843	0.95
284632	0.96
276744	0.98
280396	0.96
275214	0.95
266744	0.98
268219	0.97
272193	0.94
262584	0.96
259102	0.97
264158	0.94
255936	0.96
263414	0.91
254910	0.94
246360	0.96
240646	0.98
244507	0.97
243267	0.97
240452	0.98
242443	0.96
240482	0.96
237480	0.96
236577	0.96
234555	0.97
242198	0.93
236980	0.95
231760	0.96
255047	0.88
235442	0.95
240300	0.93
225005	0.97
222836	0.98
227169	0.96
229435	0.93
218617	0.98
219627	0.97
223138	0.95
216082	0.98
229429	0.92
213744	0.98
221392	0.94
217728	0.96
212739	0.97
213952	0.96
225247	0.91
209059	0.98
214968	0.95
208037	0.98
207861	0.98
208550	0.97
204379	0.98
202427	0.98
208260	0.95
207065	0.95
206895	0.94
197266	0.97
200773	0.95
197086	0.96
199268	0.95
203345	0.93
194427	0.96
200175	0.94
196522	0.95
205250	0.90
195985	0.93
196070	0.93
191893	0.95
192070	0.95
190729	0.95
187533	0.97
188328	0.96
191314	0.94
187325	0.96
185463	0.97
186005	0.96
183854	0.95
179474	0.97
179388	0.97
182341	0.95
184511	0.93
176144	0.98
188555	0.91
177481	0.97
178397	0.96
177368	0.97
183724	0.93
174366	0.98
182714	0.93
176306	0.96
172448	0.98
172769	0.98
175611	0.96
177317	0.93
176895	0.93
171043	0.96
170527	0.96
164766	0.98
167666	0.96
172472	0.92
161824	0.98
169407	0.93
165812	0.95
166359	0.95
164794	0.95
163582	0.96
160011	0.98
164401	0.95
162685	0.96
162411	0.96
169570	0.92
163259	0.95
174069	0.88
154013	0.98
169150	0.89
154743	0.96
152891	0.97
152182	0.97
154468	0.95
156417	0.94
152559	0.96
155032	0.95
150646	0.97
160131	0.91
148621	0.98
150718	0.96
149050	0.97
146338	0.97
149658	0.94
149251	0.94
157364	0.89
142289	0.98
141264	0.98
142007	0.97
150879	0.91
146122	0.94
143766	0.96
142697	0.96
144194	0.95
145051	0.93
147185	0.92
144713	0.93
140819	0.96
141357	0.95
138955	0.96
146311	0.92
140731	0.95
135484	0.98
135986	0.98
144437	0.92
134104	0.98
138192	0.94
135774	0.96
140937	0.92
134910	0.96
134102	0.97
142282	0.91
134731	0.95
133133	0.96
133706	0.95
128737	0.98
133571	0.94
132684	0.95
127907	0.98
133563	0.93
126029	0.98
127369	0.97
126495	0.98
133057	0.93
126029	0.98
127139	0.97
125571	0.97
126203	0.97
126760	0.96
123961	0.98
134203	0.90
124346	0.97
124187	0.97
123183	0.98
131489	0.92
126660	0.95
124850	0.96
124039	0.97
122140	0.98
126428	0.95
125165	0.96
127331	0.94
126717	0.94
125252	0.95
126278	0.94
122691	0.97
132899	0.89
121354	0.97
121921	0.96
125006	0.94
124976	0.94
119186	0.98
119425	0.97
122789	0.94
119610	0.97
117700	0.98
121481	0.94
127291	0.89
120292	0.94
119419	0.95
119825	0.95
115220	0.98
117358	0.96
115771	0.97
114094	0.97
121704	0.91
114892	0.97
117842	0.94
114791	0.97
114569	0.97
124993	0.88
117762	0.94
113650	0.97
117851	0.93
116186	0.94
119125	0.92
117804	0.93
114904	0.95
112962	0.96
114599	0.93
110020	0.97
116277	0.92
111857	0.94
112426	0.94
114002	0.92
113787	0.92
106863	0.97
108990	0.95
111478	0.93
114802	0.90
110409	0.93
110409	0.93
108171	0.95
107728	0.96
107448	0.96
109720	0.94
109288	0.94
105932	0.96
116100	0.88
108005	0.95
106473	0.96
105880	0.96
106361	0.95
113731	0.89
105559	0.96
107925	0.93
106879	0.94
107285	0.94
103621	0.97
107447	0.93
108421	0.92
105984	0.94
103171	0.97
103402	0.96
104122	0.95
107601	0.92
103591	0.95
103681	0.95
107341	0.91
102657	0.95
103650	0.94
101987	0.96
100671	0.97
105155	0.92
101105	0.95
99754	0.96
101224	0.94
102463	0.93
99660	0.95
100435	0.94
98376	0.96
96613	0.97
95566	0.98
97937	0.95
95896	0.97
96651	0.96
96933	0.96
96908	0.95
103613	0.89
97212	0.95
95824	0.96
96012	0.95
97038	0.94
96620	0.95
93222	0.98
96224	0.95
95608	0.95
98106	0.93
95047	0.93
92375	0.96
92970	0.95
92660	0.95
90571	0.97
91319	0.96
95216	0.92
96564	0.90
103389	0.84
92643	0.93
91323	0.94
90301	0.94
87036	0.98
88862	0.96
87060	0.98
88697	0.95
86421	0.98
86817	0.97
87243	0.96
87876	0.95
86184	0.97
88930	0.94
87865	0.95
87487	0.95
84845	0.98
89280	0.93
84926	0.97
91995	0.90
85256	0.97
88138	0.93
88666	0.92
83895	0.98
90392	0.91
86473	0.95
85759	0.95
84035	0.97
87224	0.94
83677	0.98
85084	0.96
84536	0.96
86231	0.94
86828	0.94
85438	0.95
87427	0.93
89379	0.90
83601	0.96
83756	0.96
85880	0.93
82808	0.96
81951	0.97
87243	0.91
81812	0.97
82090	0.97
85152	0.93
84443	0.94
83174	0.95
82930	0.95
83773	0.94
82429	0.95
80797	0.97
80895	0.97
81385	0.96
79087	0.98
84835	0.92
81338	0.96
84549	0.92
79513	0.97
79821	0.97
80987	0.95
80476	0.96
84865	0.91
79299	0.97
81826	0.94
79310	0.97
78334	0.98
82911	0.92
88574	0.86
80250	0.95
82942	0.92
81610	0.93
78487	0.97
80009	0.95
77547	0.97
82973	0.91
80609	0.93
83743	0.89
81192	0.92
77116	0.97
80713	0.92
79813	0.93
75605	0.98
77124	0.96
81358	0.91
76753	0.96
76304	0.96
77509	0.94
77197	0.95
77921	0.94
75383	0.97
75298	0.97
75395	0.96
74713	0.97
78493	0.92
76544	0.94
75559	0.95
79026	0.91
74914	0.96
73842	0.97
74534	0.96
74559	0.96
74871	0.96
75932	0.94
73099	0.97
75446	0.94
73999	0.95
75887	0.93
77980	0.90
73695	0.95
75228	0.93
74877	0.93
74112	0.94
74169	0.94
73505	0.95
73063	0.95
72668	0.95
74386	0.93
70930	0.97
72603	0.95
71602	0.96
73512	0.94
73055	0.94
74858	0.92
69493	0.98
71645	0.95
72216	0.94
71093	0.96
71599	0.95
69497	0.97
76594	0.88
69387	0.97
69966	0.96
69229	0.97
68662	0.98
73745	0.91
68901	0.97
69750	0.96
70685	0.94
71377	0.93
70883	0.94
69446	0.95
71390	0.93
72217	0.91
69962	0.94
70051	0.94
69870	0.94
69387	0.94
67228	0.97
68046	0.96
67495	0.96
67917	0.96
67218	0.97
69431	0.93
66712	0.97
67037	0.97
69565	0.93
68214	0.94
66232	0.97
67881	0.94
67399	0.95
68481	0.93
65271	0.97
65198	0.97
66724	0.95
71611	0.88
66630	0.94
66862	0.94
66217	0.94
64860	0.96
67278	0.93
64348	0.97
64531	0.97
69564	0.89
66194	0.94
62980	0.98
65667	0.94
65360	0.94
68303	0.90
63947	0.96
64984	0.94
63168	0.96
67128	0.91
65243	0.93
62682	0.97
63406	0.95
64139	0.94
64534	0.93
64012	0.94
62503	0.96
62154	0.96
61732	0.97
61266	0.97
63187	0.94
63476	0.93
63002	0.94
62422	0.95
62962	0.94
60451	0.98
60369	0.98
63489	0.93
60487	0.97
60927	0.96
60072	0.97
61062	0.95
60424	0.96
62071	0.93
60630	0.96
60126	0.96
62841	0.92
62458	0.92
64172	0.90
62440	0.92
62999	0.91
61219	0.93
59543	0.96
60990	0.93
59424	0.96
58669	0.97
59466	0.96
60884	0.93
58307	0.97
60432	0.94
61252	0.92
59386	0.95
58020	0.97
58988	0.95
59542	0.94
59701	0.94
58274	0.96
60442	0.93
58914	0.95
58992	0.94
59716	0.93
59739	0.93
58169	0.95
59006	0.94
58436	0.95
58495	0.94
59432	0.93
61397	0.90
57617	0.96
57248	0.96
56714	0.97
62625	0.88
57462	0.96
59909	0.92
56886	0.96
57784	0.95
57743	0.95
56454	0.97
56588	0.96
58728	0.93
56022	0.97
60304	0.90
56483	0.96
58300	0.93
56915	0.95
58744	0.92
57177	0.94
57540	0.94
56448	0.95
55829	0.96
56351	0.95
57033	0.94
56954	0.94
56103	0.95
57929	0.92
56978	0.94
54602	0.98
55992	0.95
56147	0.95
57029	0.93
56828	0.94
57025	0.93
55174	0.96
55608	0.95
54869	0.96
56201	0.94
55937	0.94
54479	0.96
54010	0.97
55719	0.94
55940	0.93
53820	0.97
54372	0.96
55526	0.94
54838	0.95
55203	0.94
54549	0.95
58947	0.88
55901	0.92
54601	0.95
55799	0.92
53663	0.96
53477	0.96
56342	0.91
55111	0.93
53542	0.95
53127	0.96
57612	0.89
53727	0.95
54871	0.93
53038	0.95
53010	0.95
52067	0.97
52011	0.97
54353	0.92
52005	0.96
51248	0.97
54305	0.91
52101	0.95
51526	0.96
52501	0.94
50871	0.97
57039	0.87
53390	0.92
50742	0.97
51669	0.95
